timestamp,x,y
0.030449,1214,793
0.095269,1214,793
0.160812,1213,792
0.226392,1213,791
0.292170,1212,788
0.357494,1211,782
0.423457,1187,754
0.490121,1150,696
0.556075,1103,640
0.623789,1064,576
0.687576,1022,507
0.753905,972,443
0.819882,926,387
0.886111,878,356
0.955172,840,320
1.050614,796,289
1.117549,757,282
1.184481,741,270
1.250801,733,264
1.316751,720,256
1.382714,717,280
1.448395,716,285
1.514936,744,264
1.580589,754,245
1.646335,756,224
1.712468,769,220
1.778694,767,181
1.845124,775,192
1.910794,781,207
1.976491,780,204
2.041624,800,179
2.107625,813,157
2.173346,818,125
2.239630,837,113
2.305716,855,119
2.371334,868,105
2.437766,883,98
2.503639,898,106
2.569825,897,111
2.634499,900,125
2.701607,910,120
2.767871,902,117
2.833723,899,117
2.900063,911,105
2.966106,910,106
3.031991,922,113
3.097905,925,120
3.163608,933,121
3.230543,924,124
3.296039,929,136
3.362203,922,127
3.427157,923,143
3.494337,917,143
3.560730,888,139
3.626629,891,158
3.692979,890,158
3.758119,885,178
3.824190,873,226
3.890821,882,299
3.956609,879,314
4.022259,879,348
4.088145,869,361
4.154554,863,327
4.220936,866,329
4.286659,855,319
4.352459,862,298
4.418109,864,289
4.483217,873,293
4.550864,869,281
4.616689,870,295
4.682445,859,277
4.748641,864,286
4.814211,857,275
4.880593,844,262
4.946270,833,263
5.012005,844,256
5.079105,845,266
5.144564,854,285
5.210768,854,279
5.276477,863,277
5.341595,860,278
5.407180,863,305
5.473582,861,287
5.539490,857,292
5.605821,851,292
5.671257,854,305
5.737421,829,334
5.803952,832,354
5.869805,817,351
5.935627,802,344
6.002015,797,342
6.068130,779,328
6.133706,776,318
6.199875,783,357
6.265910,786,385
6.331607,785,390
6.397603,781,419
6.464193,770,429
6.528833,764,423
6.596666,770,424
6.662143,767,367
6.727845,780,335
6.794067,782,311
6.860587,800,289
6.926056,811,273
6.992550,831,249
7.058099,850,247
7.124167,852,247
7.190207,856,245
7.256290,859,259
7.322990,862,261
7.388122,860,281
7.453951,854,271
7.520243,842,291
7.585778,842,309
7.652555,828,318
7.718444,828,306
7.784139,819,320
7.850481,808,316
7.916512,795,321
7.980701,800,320
8.048941,810,313
8.114395,815,313
8.180336,810,311
8.245922,737,298
8.312833,661,279
8.378487,540,308
8.444040,431,329
8.510558,400,300
8.576073,464,259
8.641152,515,280
8.707621,555,289
8.773131,595,302
8.839264,639,306
8.905160,683,292
8.971340,718,299
9.037199,753,276
9.104242,792,298
9.169257,796,287
9.235926,819,294
9.301340,826,302
9.367215,835,300
9.433153,848,305
9.500037,838,316
9.565299,845,306
9.631855,849,297
9.698004,850,290
9.764233,850,277
9.829637,837,369
9.896077,835,444
9.962455,823,531
10.028411,829,590
10.094182,833,664
10.160353,828,707
10.226839,816,744
10.292106,814,764
10.357949,791,749
10.425204,770,732
10.488516,746,696
10.556800,738,660
10.622031,742,634
10.688270,741,585
10.754399,753,551
10.819861,760,528
10.886581,764,526
10.952213,770,538
11.018124,769,562
11.085450,779,575
11.151204,795,592
11.216331,801,602
11.282525,801,614
11.348287,793,609
11.414830,802,568
11.480379,789,539
11.546813,796,537
11.613231,796,522
11.679407,797,531
11.745075,811,537
11.811481,812,531
11.877300,804,540
11.942183,809,537
12.007296,807,541
12.074366,809,552
12.140588,799,530
12.205758,804,541
12.271662,793,550
12.337782,807,553
12.403784,799,545
12.470030,796,547
12.536236,795,529
12.602144,801,533
12.668003,800,540
12.733786,814,535
12.799801,832,511
12.865580,841,493
12.931523,843,490
12.998324,841,467
13.064098,832,433
13.129506,828,390
13.196898,828,374
13.261890,813,353
13.329010,806,333
13.394116,809,339
13.460749,798,338
13.527225,792,319
13.592902,793,327
13.657707,788,345
13.724059,777,345
13.791175,776,354
13.856407,769,375
13.923207,766,367
13.989142,774,379
14.054471,772,386
14.121062,767,368
14.187686,759,390
14.252294,751,387
14.318378,753,387
14.384966,755,410
14.450030,755,406
14.516519,774,421
14.582865,771,428
14.648782,768,425
14.714520,765,438
14.780610,779,401
14.847178,793,368
14.913336,803,345
14.978600,807,332
15.045133,812,300
15.111707,819,284
15.176996,815,278
15.241061,816,276
15.308464,815,268
15.373958,825,246
15.439763,827,258
15.506723,838,229
15.572225,834,228
15.637813,829,233
15.703805,826,246
15.769971,823,267
15.836275,826,280
15.902544,828,273
15.967630,822,287
16.034418,815,279
16.099587,817,278
16.165880,820,286
16.232151,826,262
16.297923,834,250
16.364531,838,269
16.430299,836,268
16.495832,843,287
16.562591,838,309
16.628727,840,313
16.694829,841,332
16.760360,821,290
16.826774,795,230
16.892691,781,180
16.958323,775,136
17.024719,769,108
17.090382,761,76
17.156025,750,35
17.222718,733,-4
17.288616,742,-15
17.354827,736,-31
17.420934,746,-19
17.486112,752,-14
17.550818,758,1
17.619185,765,21
17.684456,768,36
17.751326,764,49
17.817166,767,54
17.882803,766,55
17.949232,746,40
18.014388,735,37
18.081190,738,31
18.147130,741,25
18.212820,754,23
18.278664,745,17
18.344717,745,17
18.410663,740,11
18.508550,738,15
18.575834,736,31
18.640892,750,31
18.706911,745,16
18.773182,755,17
18.838836,757,25
18.905314,749,43
18.970570,746,66
19.036988,746,63
19.100994,758,60
19.169018,770,149
19.234838,807,425
