timestamp,x,y
39.437253,471,1174
39.504493,474,1167
39.570106,476,1164
39.635478,482,1161
39.698595,498,1143
39.766422,493,1142
39.831927,486,1142
39.898547,492,1137
39.963028,492,1133
40.028086,498,1129
40.096250,510,1085
40.162519,502,1028
40.228376,507,993
40.294274,503,913
40.360588,494,850
40.426147,487,798
40.492507,489,720
40.559055,482,643
40.624326,479,569
40.690471,487,505
40.756755,486,456
40.823243,469,406
40.888885,449,361
40.954531,457,332
41.024766,440,306
41.087374,437,283
41.153854,414,267
41.219896,434,260
41.284860,412,258
41.350607,418,267
41.417051,405,263
41.482831,397,272
41.548528,382,286
41.615131,393,288
41.681168,406,296
41.747410,412,305
41.812893,400,308
41.878229,401,327
41.945122,407,329
42.011957,395,347
42.077071,411,360
42.143054,414,368
42.209249,431,370
42.275329,418,364
42.340885,405,360
42.407336,418,367
42.473399,434,499
42.539386,461,678
42.605058,479,839
42.672056,501,982
42.737143,509,1102
42.803862,531,1211
42.869698,541,1349
42.936304,551,1475
43.001404,572,1578
43.067888,580,1655
43.132354,566,1710
43.198937,562,1757
43.264441,555,1793
43.330848,559,1825
43.396698,560,1855
43.462570,553,1868
43.528987,547,1882
43.594447,554,1872
43.660430,556,1869
43.726724,557,1858
43.791885,559,1836
43.858713,566,1819
43.990461,568,1804
44.056831,564,1810
44.123361,554,1792
44.188339,552,1784
44.254822,549,1757
44.320886,549,1749
44.387688,555,1736
44.453342,550,1721
44.519656,535,1693
44.585445,529,1695
44.651504,528,1669
44.717498,515,1665
44.783655,511,1639
44.849364,517,1608
44.915772,519,1600
44.981857,522,1583
45.047054,516,1575
45.113634,519,1569
45.179659,521,1566
45.245972,520,1563
45.311275,513,1558
45.376148,513,1566
45.443457,510,1559
45.509481,508,1564
45.575701,508,1569
45.640857,506,1569
45.707872,504,1567
45.773215,500,1581
45.839378,497,1581
45.905312,505,1589
45.971448,499,1588
46.037332,513,1591
46.103917,513,1589
46.169698,527,1593
46.234599,523,1591
46.301660,530,1582
46.399932,540,1559
46.465804,547,1534
46.531173,556,1521
46.597240,542,1495
46.664080,535,1470
46.729175,530,1465
46.795328,526,1454
46.862239,550,1441
46.927741,549,1435
46.993512,543,1414
47.059758,558,1406
47.124657,555,1403
47.192171,565,1399
47.257307,562,1399
47.324194,543,1405
47.388735,545,1406
47.456292,546,1416
47.521043,532,1416
47.588265,529,1430
47.652269,527,1423
47.720150,539,1420
47.786319,538,1426
47.852550,545,1425
47.918439,540,1422
47.984022,538,1425
48.050908,526,1417
48.116021,526,1411
48.182296,535,1411
48.249152,531,1410
48.314316,544,1412
48.379030,545,1427
48.446307,549,1434
48.512919,543,1435
48.578538,536,1415
48.645530,540,1270
48.709818,539,1147
48.776953,531,1039
48.842143,526,938
48.908736,521,858
48.974283,511,829
49.040452,505,811
49.106432,491,797
